_id,birthDate,birth year,birthPlace,birth city/country,career_AST,career_FG%,career_FG3%,career_FT%,career_G,career_PER,career_PTS,career_TRB,career_WS,career_eFG%,college,draft_pick,draft_round,draft_team,draft_year,height_dup,height,highSchool,name,position,shoots,weight
andersh01,Dec-31,1973,Atlanta, Georgia,1.4,45.7,31.6,73.9,719,11.7,7.4,3.1,23.6,49.2,University of Georgia,54th overall,2nd round,Utah Jazz,1996,06-Jun-23,6.60,"Crim in Atlanta, Georgia",Shandon Anderson,Small Forward and Shooting Guard,Right,208
anderwi01,Jan-08,1967,Greenville, South Carolina,3.8,47.1,26.6,78.6,555,13.8,12.2,3.8,27.9,47.9,University of Georgia,10th overall,1st round,San Antonio Spurs,1988,06-Jul-23,6.70,"East Atlanta in Atlanta, Georgia",Willie Anderson,Shooting Guard and Small Forward,Right,190
anderwa01,Jan-11,1946,,,0.2,39.2,,63,44,8.8,3.6,1.9,-0.2,,Creighton University,70th overall,6th round,Detroit Pistons,1968,06-Jul-23,6.70,"Creighton Preparatory School in Omaha, Nebraska",Wally Anderzunas,Small Forward,Right,220
andrima01,Mar-12,1986,Kaunas, Lithuania,0,0,-,-,6,15.5,0,0.7,0,0,,44th overall,2nd round,Orlando Magic,2005,07-Feb-23,7.20,,Martynas Andriuskevicius,Center,Right,240
anieldo01,Nov-01,1930,,,0,0,,75,1,1.8,3,2,-0.1,,Missouri State University,26th overall,3rd round,New York Knicks,1954,06-Jul-23,6.70,,Don Anielak,Forward,Right,190
anigbik01,Oct-17,1998,San Diego, California,0.1,33.3,-,83.3,14,17,0.9,0.9,0,33.3,"University of California, Los Angeles",47th overall,2nd round,Indiana Pacers,2017,06-Oct-23,6.10,"Centennial in Corono, California",Ike Anigbogu,Center,Right,250
anslemi01,Feb-08,1967,Birmingham, Alabama,0.4,51.3,-,72.2,149,17,6.9,4.2,6.4,51.3,University of Alabama,37th overall,2nd round,Orlando Magic,1989,06-Jul-23,6.70,"Jackson-Olin in Birmingham, Alabama",Michael Ansley,Small Forward,Right,225
anstech01,Jan-01,1975,Melbourne, Australia,0.8,41.3,13.8,75.5,155,13.2,5.2,3.4,2.8,41.6,,18th overall,1st round,Portland Trail Blazers,1997,7-0,7.00,"Catholic Regional College in Melbourne, Australia",Chris Anstey,Center,Right,249
antetgi01,Dec-06,1994,Athens, Greece,4.1,52.1,27.7,74.2,465,21.9,18.8,8.3,53.2,53.9,,15th overall,1st round,Milwaukee Bucks,2013,06-Nov-23,6.11,,Giannis Antetokounmpo,Point Guard and Power Forward and Small Forward and Shooting Guard,Right,242
antetko01,Nov-20,1997,Athens, Greece,0,0,-,50,2,-0.9,1,0.5,-0.1,0,University of Dayton,60th overall,2nd round,Philadelphia 76ers,2018,06-Oct-23,6.10,"Dominican HS in Whitefish Bay, Wisconsin",Kostas Antetokounmpo,Power Forward,Right,200
antetth01,Jul-17,1992,Athens, Greece,0,75,0,-,2,32.9,3,0.5,0,75,,51st overall,2nd round,New York Knicks,2014,06-Jul-23,6.70,,Thanasis Antetokounmpo,Small Forward,Right,205
anthoca01,May-29,1984,Brooklyn, New York,3,44.9,34.7,81.1,1064,20.3,24,6.5,101,48.2,Syracuse University,3rd overall,1st round,Denver Nuggets,2003,06-Aug-23,6.80,"Oak Hill Academy in Mouth of Wilson, Virginia",Carmelo Anthony,Small Forward and Power Forward,Right,240
anthogr01,Nov-15,1967,Las Vegas, Nevada,4,40.3,34.9,73.3,757,14.5,7.3,1.9,35.9,46.7,"University of Portland, University of Nevada, Las Vegas",12th overall,1st round,New York Knicks,1991,6-0,6.00,"Rancho in North Las Vegas, Nevada",Greg Anthony,Point Guard,Left,176
anthojo01,Aug-09,1982,Montreal, Canada,0.2,51.3,-,66.2,490,9.7,2.2,2.8,15.3,51.3,"University of Nevada, Las Vegas",,,,,06-Sep-23,6.90,"Dawson College in Montreal, Canada",Joel Anthony,Power Forward and Center,Left,245
anticpe01,Jul-29,1982,Skopje, FYR Macedonia,0.9,39.2,31.4,73,113,10.6,6.3,3.5,3,48.3,,,,,,06-Nov-23,6.11,,Pero Antic,Center,Right,260
anunoog01,Jul-17,1997,London, United Kingdom,0.7,46.1,35.1,60.5,141,9.9,6.4,2.7,5,55.5,Indiana University,23rd overall,1st round,Toronto Raptors,2017,06-Aug-23,6.80,"Jefferson City in Jefferson City, Missouri",OG Anunoby,Small Forward,Right,232
applike01,Feb-13,1992,Detroit, Michigan,0.2,25,0,100,5,-4.8,1.2,0.2,-0.1,25,Michigan State University,,,,,06-Jan-23,6.10,"Pershing in Detroit, Michigan",Keith Appling,Point Guard,Right,185
araujra01,Aug-12,1980,Curitiba, Brazil,0.3,40.5,25,67.9,139,6.3,2.8,2.8,-0.4,40.6,Brigham Young University,8th overall,1st round,Toronto Raptors,2004,06-Nov-23,6.11,"Padre Anacleto in Sao Paulo, Brazil",Rafael Araujo,Center,Right,280
arcenst01,Feb-17,1936,,,0.6,39.3,,46.2,7,10.4,7.1,4.6,-0.1,,Iowa State University,,,,,06-Apr-23,6.40,"Taft in New York, New York",Stacey Arceneaux,Forward,Right,210
archiro01,Mar-29,1980,Paisley, United Kingdom,0.4,28.3,-,42.9,44,4.9,1.2,1.6,0,28.3,University of Illinois at Urbana-Champaign,32nd overall,2nd round,Memphis Grizzlies,2002,06-Nov-23,6.11,"Lafayette in Ballwin, Missouri",Robert Archibald,Center and Power Forward,Right,250
architi01,Sep-02,1948,New York, New York,7.4,46.7,22.4,81,876,18,18.8,2.3,83.4,46.8,University of Texas at El Paso,19th overall,2nd round,Cincinnati Royals,1970,06-Jan-23,6.10,"DeWitt Clinton in Bronx, New York",Tiny Archibald,Point Guard,Left,150
arcidry01,Mar-26,1994,Langhorne, Pennsylvania,2.9,44.4,36.3,87,105,11,5.6,2.3,4,54.2,Villanova University,,,,,06-Mar-23,6.30,"Neshaminy in Langhorne, Pennsylvania",Ryan Arcidiacono,Point Guard,Right,200
ardji01,Sep-19,1948,Harvey, Illinois,0.6,40.2,23.5,66.2,431,10.6,4.4,4.3,4,40.3,University of Cincinnati,6th overall,1st round,Seattle SuperSonics,1970,06-Aug-23,6.80,"Thornton Township in Harvey, Illinois",Jim Ard,Center,Right,215
arenagi01,Jan-06,1982,Tampa, Florida,5.3,42.1,35.1,80.3,552,19.6,20.7,3.9,51.3,48.2,University of Arizona,31st overall,2nd round,Golden State Warriors,2001,06-Mar-23,6.30,"Grant in Van Nuys, California",Gilbert Arenas,Point Guard,Right,191
arizatr01,Jun-30,1985,Miami, Florida,2.2,42.2,35.1,72.8,1011,13.3,10.7,4.8,60,50.2,"University of California, Los Angeles",43rd overall,2nd round,New York Knicks,2004,06-Aug-23,6.80,"Westchester in Los Angeles, California",Trevor Ariza,Small Forward and Shooting Guard,Right,215
arizipa01,Apr-09,1928,Philadelphia, Pennsylvania,2.3,42.1,,81,713,19.7,22.8,8.6,108.8,,Villanova University,,1950 NBA Draft,Philadelphia Warriors,,06-Apr-23,6.40,"La Salle College in Philadelphia, Pennsylvania",Paul Arizin,Small Forward,Right,190
arlaujo01,Jul-20,1965,Rochester, New York,0.9,32.6,-,75,9,7.9,3.8,1.4,-0.1,32.6,Niagara University,74th overall,4th round,Sacramento Kings,1987,06-Sep-23,6.90,"Jefferson in Rochester, New York",Joe Arlauckas,Small Forward,Right,230
armstbj01,Sep-09,1967,Detroit, Michigan,3.3,47.7,42.5,85.6,747,14.5,9.8,1.8,45,51.3,University of Iowa,18th overall,1st round,Chicago Bulls,1989,06-Feb-23,6.20,"Brother Rice in Birmingham, Michigan",B.J. Armstrong,Point Guard,Right,175
armstbo01,Jun-17,1933,Detroit, Michigan,0.2,29.7,,50,19,7.8,1.5,2.1,-0.1,,Michigan State University,,1955 NBA Draf,Rochester Royals,,06-Aug-23,6.80,,Bob Armstrong,Center/Forward,Right,220
armstbr01,Jun-16,1980,San Francisco, California,0.2,35.2,33.3,60,108,4.9,2.2,0.6,-0.6,39.5,Pepperdine University,23rd overall,1st round,Houston Rockets,2001,06-May-23,6.50,"Vallejo in Vallejo, California",Brandon Armstrong,Shooting Guard,Left,188
armstcu01,Nov-01,1918,,,2.3,29.5,,69.2,153,-,6.8,2.3,7.1,,Indiana University,,,,,05-Nov-23,5.11,"Central in Fort Wayne, Indiana",Curly Armstrong,Guard/Forward,Right,170
armstda01,Jun-22,1968,Gastonia, North Carolina,4,40.9,33.4,87.1,840,16.3,9.2,2.7,49.8,48,Fayetteville State University,,,,,6-0,6.00,"Ashbrook in Gastonia, North Carolina",Darrell Armstrong,Point Guard,Right,170
armsthi01,Nov-11,1984,Peekskill, New York,0.3,50.1,28.6,58.2,292,9.9,3,2.6,3.9,50.2,University of Connecticut,12th overall,1st round,New Orleans/Oklahoma City Hornets,2006,06-Nov-23,6.11,"Peekskill in Peekskill, New York",Hilton Armstrong,Center and Power Forward,Right,235
armstta01,Oct-05,1955,Moultrie, Georgia,1.1,45.4,,80,92,9.9,3.8,1,0.3,,Duke University,13th overall,1st round,Chicago Bulls,1977,06-Mar-23,6.30,"Spring Woods in Houston, Texas",Tate Armstrong,Shooting Guard,Right,175
arnelje01,Dec-30,1933,New Rochelle, New York,0.6,31.7,,62.3,31,12.6,4.7,5.5,0,,Pennsylvania State University,13th overall,2nd round,Fort Wayne Pistons,1955,06-May-23,6.50,"New Rochelle in New Rochelle, New York",Jesse Arnelle,Power Forward,Right,220
arnetja01,Dec-19,1938,Austin, Texas,1.2,36.5,,76,114,7.7,3.7,1,0.1,,University of Texas at Austin,9th overall,2nd round,Cincinnati Royals,1960,06-Feb-23,6.20,"McCallum in Austin, Texas",Jay Arnette,Point Guard and Shooting Guard,Right,175
arnzebo01,Nov-03,1947,Covington, Kentucky,0.3,46.5,20,80,111,13.6,4,2,1.4,46.6,University of Notre Dame,103rd overall,8th round,Detroit Pistons,1969,06-May-23,6.50,"Saint Xavier in Cincinnati, Ohio",Bob Arnzen,Small Forward,Right,205
arroyca01,Jul-30,1979,Fajardo, Puerto Rico,3.1,43.8,33.8,80.6,569,13.4,6.6,1.7,20.1,45.9,Florida International University,,,,,06-Feb-23,6.20,"Colegio Santiago Apostol in Fajardo, Puerto Rico",Carlos Arroyo,Shooting Guard and Point Guard,Right,202
arthuda01,Mar-25,1988,Dallas, Texas,0.8,44.4,35.2,76.5,503,12.2,6.5,3.5,12.3,47,University of Kansas,27th overall,1st round,New Orleans Hornets,2008,06-Sep-23,6.90,"South Oak Cliff in Dallas, Texas",Darrell Arthur,Small Forward and Power Forward,Right,235
arthujo01,Aug-15,1947,,,1.5,34.3,,73.3,11,11.3,3.2,1.3,0,,Tulane University,73rd overall,6th round,Milwaukee Bucks,1969,06-Apr-23,6.40,"De La Salle in New Orleans, Louisiana",John Arthurs,Guard,Right,185
artisja01,Jan-12,1993,Baltimore, Maryland,1.2,39.2,27.6,58.3,15,6.9,5.1,2.5,0,44.3,University of Pittsburgh,,,,,06-Jul-23,6.70,"Notre Dame Prep in Fitchburg, Massachusetts",Jamel Artis,Shooting Guard,Right,213
asikom01,Jul-04,1986,Bursa, Turkey,0.6,52.8,0,55.1,471,13.4,5.3,7.1,20.9,52.8,,36th overall,2nd round,Portland Trail Blazers,2008,7-0,7.00,,Omer Asik,Center,Right,255
askewvi01,Feb-28,1966,Memphis, Tennessee,2.2,47.9,30,75.4,467,12.6,7.1,2.5,22.1,49.4,University of Memphis,39th overall,2nd round,Philadelphia 76ers,1987,06-Jun-23,6.60,"Frayser in Memphis, Tennessee",Vincent Askew,Shooting Guard,Right,210
askinke01,Dec-15,1967,Athens, Alabama,0.8,40.1,35.5,71.7,486,9.2,3.8,2.9,14.5,48.3,University of Alabama,,,,,06-Jul-23,6.70,"Athens in Athens, Alabama",Keith Askins,Small Forward,Right,197
asmondo01,Feb-15,1928,West Mifflin, Pennsylvania,0.7,13.3,,100,7,-7.5,0.7,0.1,-0.3,,Alliance College,,,,,06-Feb-23,6.20,"Homestead in Homestead, Pennsylvania",Don Asmonga,Guard,Right,185
athadi01,Sep-21,1931,Otterbein, Indiana,1.2,39.3,,79.5,43,10.5,3.2,1.5,0.6,,Indiana State University,,1953 NBA Draf,New York Knicks,,06-Feb-23,6.20,"Otterbein in Otterbein, Indiana",Dick Atha,Shooting Guard,Right,190
atkinch01,Aug-14,1974,Orlando, Florida,3.4,41.2,36.4,77.2,696,13.1,9.9,1.7,27.9,48.9,University of South Florida,,,,,05-Nov-23,5.11,"Evans in Orlando, Florida",Chucky Atkins,Point Guard and Shooting Guard,Right,160
attleal01,Nov-07,1936,Newark, New Jersey,3.5,45.1,,63.2,711,11.3,8.9,3.5,36.5,,North Carolina Agricultural and Technical State University,39th overall,5th round,Philadelphia Warriors,1960,6-0,6.00,"Weequahic in Newark, New Jersey",Al Attles,Point Guard,Right,175
aubucch01,May-18,1916,Gary, Indiana,0.7,25.3,,54.3,30,-,2.2,-,1.2,,Michigan State University,,,,,05-Oct-23,5.10,"Horace Mann in Gary, Indiana",Chet Aubuchon,Guard,Right,137
augmost01,Aug-01,1968,Pasadena, California,1.6,46.9,15.2,72.8,1001,13.7,8,3.2,43.8,47,"University of Nevada, Las Vegas",9th overall,1st round,Atlanta Hawks,1991,06-Aug-23,6.80,"John Muir in Pasadena, California",Stacey Augmon,Small Forward and Shooting Guard,Left,205
augusdj01,Nov-10,1987,New Orleans, Louisiana,4,41.3,38.1,86.3,807,14.2,9.8,1.9,41.9,49.7,University of Texas at Austin,9th overall,1st round,Charlotte Bobcats,2008,6-0,6.00,"Hightower in Missouri City, Texas",D.J. Augustin,Point Guard,Right,183
augusja01,Feb-27,1984,Midlothian, Illinois,0.1,51.4,-,50,27,11.1,1.6,1.2,0.3,51.4,University of Illinois at Urbana-Champaign,41st overall,2nd round,Orlando Magic,2006,06-Oct-23,6.10,"Lincoln-Way Central in Mokena, Illinois",James Augustine,Power Forward,Left,235
austiis01,Aug-18,1969,Gridley, California,1.2,44.6,17.6,67,432,13,7.6,4.7,9.2,44.8,Arizona State University,48th overall,2nd round,Utah Jazz,1991,06-Oct-23,6.10,"Las Plumas in Oroville, California",Isaac Austin,Center,Right,255
austijo01,Aug-31,1944,Washington, District of Columbia,1.4,37.5,0,73.1,45,9.3,7.6,1.6,0.9,37.5,Boston College,38th overall,4th round,Boston Celtics,1966,6-0,6.00,"DeMatha Catholic in Hyattsville, Maryland",Johnny Austin,Shooting Guard,Right,170
austike01,Jul-15,1961,Los Angeles, California,0.1,46.2,-,-,7,5.6,1.7,0.4,0,46.2,Rice University,101st overall,5th round,Detroit Pistons,1983,06-Sep-23,6.90,"Verbum Dei in Los Angeles, California",Ken Austin,Small Forward,Right,205
aventan01,Oct-18,1969,Rocky Mount, North Carolina,0.8,40.3,0,68.6,352,8.8,5.6,4.5,0.3,40.3,Seton Hall University,15th overall,1st round,Atlanta Hawks,1991,06-Sep-23,6.90,"Malcolm X Shabazz in Newark, New Jersey",Anthony Avent,Power Forward,Right,235
averibi01,Jul-22,1952,Hopkinsville, Kentucky,2.9,40.5,24.9,74.3,366,12.5,12.1,1.9,3.9,41.2,Pepperdine University,,,,,06-Jan-23,6.10,"Hopkinsville in Hopkinsville, Kentucky",Bird Averitt,Shooting Guard,Left,170
averywi01,Aug-08,1979,Augusta, Georgia,1.4,33,25.5,71.4,142,7.3,2.7,0.7,-0.9,37.8,Duke University,14th overall,1st round,Minnesota Timberwolves,1999,06-Feb-23,6.20,"Oak Hill Academy in Mouth of Wilson, Virginia",William Avery,Point Guard,Right,197
awtrede01,Feb-22,1948,Hollywood, California,2,45.9,-,65.2,733,10.5,4.8,4.6,22.4,45.9,Santa Clara University,46th overall,3rd round,Philadelphia 76ers,1970,06-Oct-23,6.10,"Blackford in San Jose, California",Dennis Awtrey,Center,Right,235
ayongu01,Apr-01,1985,Tepic, Mexico,1.3,53.6,0,50.4,135,14.7,4.7,4.4,5.1,53.6,,,,,,06-Oct-23,6.10,,Gustavo Ayon,Center and Power Forward,Right,250
pendeje02,Apr-29,1987,Ontario, California,0.4,55.3,40,77.6,237,12.4,2.9,2.7,6.3,55.5,Arizona State University,31st overall,2nd round,Sacramento Kings,2009,06-Sep-23,6.90,"Etiwanda in Rancho Cucamonga, California",Jeff Ayres,Center and Power Forward,Right,240
aytonde01,Jul-23,1998,Nassau, Bahamas,1.8,58.5,0,74.6,71,20.5,16.3,10.3,5.8,58.5,University of Arizona,1st overall,1st round,Phoenix Suns,2018,07-Jan-23,7.10,"Hillcrest Prep Academy in Phoenix, Arizona",Deandre Ayton,Center,Right,250
azubuke01,Dec-16,1983,London, United Kingdom,1.1,45.9,40.9,77,208,14.3,10.5,4,9.3,51.9,University of Kentucky,,,,,06-May-23,6.50,"Victory Christian in Tulsa, Oklahoma",Kelenna Azubuike,Shooting Guard and Small Forward,Right,220
babbch01,Feb-14,1990,Arlington, Texas,0.2,26.7,22.2,-,14,3.7,1.6,1.2,0,36.7,"Pennsylvania State University, Iowa State University",,,,,06-May-23,6.50,"The Oakridge School in Arlington, Texas",Chris Babb,Shooting Guard,Right,225
babbilu01,Jun-20,1989,Cincinnati, Ohio,0.6,40.8,40.2,74.7,381,10.1,4.8,2.2,7.2,53.2,"University of Nevada, Reno",16th overall,1st round,Minnesota Timberwolves,2010,06-Sep-23,6.90,"Galena in Reno, Nevada",Luke Babbitt,Small Forward and Power Forward,Left,225
babicmi01,Nov-23,1968,Kraljevo, Serbia,0.5,37.5,-,65,21,10.9,1.8,1,-0.1,37.5,Tennessee Technological University,50th overall,2nd round,Phoenix Suns,1990,7-0,7.00,"Kraljevo in Kraljevo, Serbia",Milos Babic,Center and Power Forward,Right,240
bachjo01,Jul-10,1924,Brooklyn, New York,0.7,28.6,,68,34,-,3.5,-,0.8,,Fordham University,,1948 BAA Draf,Boston Celtics,,06-Feb-23,6.20,"St. John's Preparatory School in Brooklyn, New York",Johnny Bach,Forward/Guard,Right,180
bacondw01,Aug-30,1995,Lakeland, Florida,0.9,43.2,37.7,76.1,96,8.8,5.1,2.2,1.1,48.7,Florida State University,40th overall,2nd round,New Orleans Pelicans,2017,06-Jul-23,6.70,"Oak Hill Academy in Mouth of Wilson, Virginia",Dwayne Bacon,Shooting Guard,Right,221
baconhe01,Jul-05,1948,Louisville, Kentucky,0.8,36.6,20,60.3,47,4.3,3.5,1.7,-0.1,37.2,University of Louisville,93rd overall,6th round,Golden State Warriors,1972,06-Mar-23,6.30,"Male in Louisville, Kentucky",Henry Bacon,Shooting Guard,Right,205
baechji01,Dec-09,1927,McKeesport, Pennsylvania,2.1,38.8,,78.3,321,13.1,9.7,3.1,14.8,,Eastern Kentucky University,2nd overall,1st round,Baltimore Bullets,1952,06-Apr-23,6.40,"Moon in Coraopolis, Pennsylvania",Jim Baechtold,Small Forward,Right,205
bagarda01,Feb-07,1980,Munich, Germany,0.4,36.1,0,55.9,95,7,2.6,2.5,-0.9,36.1,,24th overall,1st round,Chicago Bulls,2000,07-Jan-23,7.10,,Dalibor Bagaric,Center,Right,255
baglejo01,Apr-23,1960,Bridgeport, Connecticut,6,43.7,24.1,77.9,665,13,8.7,2.6,16.6,44.8,Boston College,12th overall,1st round,Cleveland Cavaliers,1982,6-0,6.00,"Warren Harding in Bridgeport, Connecticut",John Bagley,Point Guard,Right,185
baglema01,Mar-14,1999,Tempe, Arizona,1,50.4,31.3,69.1,62,18.9,14.9,7.6,3.6,52.5,Duke University,2nd overall,1st round,Sacramento Kings,2018,06-Nov-23,6.11,"Sierra Canyon in Chatsworth, California",Marvin Bagley III,Power Forward,Left,234
baileca01,Apr-23,1958,Birmingham, Alabama,0,100,-,-,1,-6.8,2,0,0,100,Tuskegee University,66th overall,3rd round,Seattle SuperSonics,1980,7-0,7.00,"Jackson-Olin in Birmingham, Alabama",Carl Bailey,Center,Right,210
bailegu01,Feb-18,1951,Gibson, North Carolina,1.1,40.6,100,51,147,11.3,2.6,1.7,0.8,40.8,University of Texas at El Paso,23rd overall,2nd round,Houston Rockets,1974,06-May-23,6.50,"Burgess in El Paso, Texas",Gus Bailey,Shooting Guard,Right,185
baileja01,May-21,1957,Dublin, Georgia,0.8,48.4,7.7,70.3,595,13,8.8,5,16.3,48.4,Rutgers University,6th overall,1st round,Seattle SuperSonics,1979,06-Sep-23,6.90,"Xaverian in Westwood, Massachusetts",James Bailey,Power Forward,Right,220
baileth01,Apr-07,1961,Washington, District of Columbia,1.4,47.3,11.4,81.2,928,14.3,12.8,5.1,45,47.3,North Carolina State University,7th overall,1st round,Utah Jazz,1983,06-Nov-23,6.11,"Bladensburg in Bladensburg, Maryland",Thurl Bailey,Power Forward and Small Forward,Right,215
baileto01,Nov-19,1975,Los Angeles, California,0.6,40.7,20,69.2,73,11,3.3,1.7,1,41.4,"University of California, Los Angeles",45th overall,2nd round,Los Angeles Lakers,1998,06-Jun-23,6.60,"Loyola in Los Angeles, California",Toby Bailey,Shooting Guard,Right,213
bairsca01,Dec-07,1990,Brisbane, Australia,0.2,29.6,20,84.6,36,5,1.2,1,-0.1,30.6,University of New Mexico,49th overall,2nd round,Chicago Bulls,2014,06-Sep-23,6.90,"Australian Institute of Sport in Canberra, Australia",Cameron Bairstow,Center and Power Forward,Right,250
bakerji01,Dec-25,1953,Philadelphia, Pennsylvania,0.8,20,-,0,5,-3.2,1.2,2.8,-0.2,20,University of Hawaii,39th overall,3rd round,Philadelphia 76ers,1975,06-Sep-23,6.90,"Olney in Philadelphia, Pennsylvania",Jimmie Baker,Power Forward,Right,220
bakerla01,Nov-11,1969,Dayton, Ohio,0,0,-,-,1,-46.6,0,0,-0.1,0,Ohio State University,,,,,06-Jan-23,6.10,"Paul Laurence Dunbar in Dayton, Ohio",LaMark Baker,Point Guard,Right,175
bakerma01,Jul-28,1979,Granite City, Illinois,0.2,0,-,-,5,-0.2,0,0.4,0,0,Oklahoma State University,,,,,06-Jan-23,6.10,"Madison in Madison, Illinois",Maurice Baker,Point Guard,Right,175
bakerno01,Feb-17,1923,Canada,,0,0,,-,4,-,0,-,0,,,,,,,6-0,6.00,,Norm Baker,Guard,Right,180
bakerro01,Mar-30,1993,Hays, Kansas,1.8,35.8,26.5,70.7,96,7.4,3.1,1.4,0.2,41.7,Wichita State University,,,,,06-Apr-23,6.40,"Scott City in Scott City, Kansas",Ron Baker,Shooting Guard,Right,220
bakervi01,Nov-23,1971,Lake Wales, Florida,1.9,48.5,21.5,63.8,791,16.3,15,7.4,47,48.7,University of Hartford,8th overall,1st round,Milwaukee Bucks,1993,06-Nov-23,6.11,"Old Saybrook in Old Saybrook, Connecticut",Vin Baker,Power Forward and Center,Right,232
baldwwa01,Mar-29,1996,Belle Mead, New Jersey,1.4,35.5,25,77.6,56,7.1,3.1,1.2,-0.3,38.2,Vanderbilt University,17th overall,1st round,Memphis Grizzlies,2016,06-Apr-23,6.40,"St. Joseph in Metuchen, New Jersey",Wade Baldwin,Point Guard,Right,200
balkmre01,Jul-14,1984,Staten Island, New York,0.6,51,17.2,54.2,221,14.3,4,3.5,7.2,51.8,University of South Carolina,20th overall,1st round,New York Knicks,2006,06-Aug-23,6.80,"Laurinburg Institute in Laurinburg, North Carolina",Renaldo Balkman,Small Forward and Power Forward,Right,208
ballce01,Apr-16,1968,Worcester, Massachusetts,0,37.5,-,100,7,10.8,1.1,1.6,0,37.5,University of North Carolina at Charlotte,,,,,06-Aug-23,6.80,"South in Worcester, Massachusetts",Cedric Ball,Power Forward,Right,210
balllo01,Oct-27,1997,Anaheim, California,6.4,38,31.5,43.7,99,12.2,10,6.2,3.5,46.1,"University of California, Los Angeles",2nd overall,1st round,Los Angeles Lakers,2017,06-Jun-23,6.60,"Chino Hills in Chino Hills, California",Lonzo Ball,Point Guard,Right,190
ballagr01,Jan-29,1955,Los Angeles, California,2.2,47.2,33.8,78.7,802,15.7,12.4,6.1,54,47.7,University of Oregon,4th overall,1st round,Washington Bullets,1977,06-Jul-23,6.70,"Garey in Pomona, California",Greg Ballard,Small Forward,Right,215
baltihe01,Jun-21,1921,Duryea, Pennsylvania,0.3,20.2,,46.4,58,-,2.4,-,0.3,,Pennsylvania State University,,,,,06-Apr-23,6.40,"New Castle in New Castle, Pennsylvania",Herschel Baltimore,Forward,Right,195
bambamo01,May-12,1998,Harlem, New York,0.8,48.1,30,58.7,47,14.9,6.2,5,1.7,52.5,University of Texas at Austin,6th overall,1st round,Orlando Magic,2018,7-0,7.00,"Westtown School in West Chester, Pennsylvania",Mohamed Bamba,Center,Right,221
